,age,two_year_recid,priors_count,length_of_stay,c_charge_degree_F,c_charge_degree_M,sex_Female,sex_Male,race,unrelated_column
626,27,0,2,1,True,False,False,True,True,0
627,27,0,1,65,True,False,False,True,False,1
628,52,0,1,80,True,False,False,True,False,0
629,23,1,8,-1,True,False,False,True,True,0
630,25,0,3,-1,True,False,False,True,True,0
631,36,0,0,4,False,True,True,False,True,1
632,31,0,1,3,False,True,True,False,False,1
633,49,0,0,1,True,False,False,True,False,1
634,22,0,4,1,True,True,False,True,False,0
635,33,1,7,0,True,False,False,True,False,1
636,19,1,2,54,True,False,False,True,True,1
637,72,1,7,4,True,False,False,True,False,0
638,27,0,0,1,False,True,True,False,False,1
639,43,0,0,42,True,True,False,True,False,0
640,28,0,0,-2,False,True,True,False,False,1
641,38,1,3,0,True,False,False,True,True,1
642,34,0,3,3,False,True,True,True,False,1
643,31,1,4,2,True,False,False,True,False,0
644,55,1,2,2,True,False,False,True,False,1
645,48,0,17,4,True,True,False,True,False,1
646,64,0,1,3,True,True,False,True,False,1
647,71,0,0,1,False,False,False,True,False,0
648,44,0,3,1,True,False,False,False,False,0
649,24,0,2,1,True,False,False,True,True,0
650,44,1,10,28,True,False,False,True,True,0
651,27,1,2,90,True,False,False,True,True,1
652,42,1,0,8,True,False,False,True,False,0
653,35,0,0,1,False,False,False,True,True,1
654,35,0,2,1,True,False,False,True,False,1
655,47,0,0,4,False,True,True,False,False,0
656,23,0,2,-1,False,True,False,True,False,0
657,57,0,5,2,True,False,True,True,False,0
658,37,1,8,3,True,False,False,True,False,1
659,23,0,1,0,True,True,False,True,True,0
660,21,0,0,-1,False,True,False,False,False,1
661,26,0,0,1,False,True,False,True,True,0
662,30,0,2,1,False,True,True,False,False,1
663,50,1,0,1,True,False,False,True,True,1
664,35,1,0,4,False,False,False,True,True,0
665,53,1,14,2,True,False,False,True,False,0
666,68,1,1,2,True,False,False,True,False,0
667,26,1,2,1,True,False,False,True,True,1
668,32,1,5,7,True,False,False,True,True,0
669,68,1,2,17,True,False,False,True,True,1
670,41,1,3,1,False,True,True,False,False,0
671,28,1,3,0,True,False,False,True,True,0
672,44,1,2,15,True,False,False,True,True,0
673,38,0,1,1,True,True,False,False,True,0
674,50,1,3,2,True,False,False,True,True,0
675,26,1,2,29,True,False,False,True,True,1
676,31,0,1,2,False,True,False,True,False,1
677,24,1,7,2,True,False,True,True,True,0
678,48,1,0,2,False,True,False,False,False,1
679,46,1,5,1,False,True,False,True,False,0
680,35,0,2,-1,True,False,False,True,True,0
681,41,1,1,3,True,False,False,True,False,1
682,45,1,2,2,True,False,False,True,True,0
683,41,1,1,49,True,False,False,True,False,0
684,26,1,2,-2,True,False,False,True,True,1
685,21,1,2,3,True,False,False,True,True,1
686,32,0,1,0,False,True,True,False,False,0
687,22,0,13,0,True,True,True,False,True,1
688,25,0,0,2,True,False,True,True,False,1
689,43,1,0,-1,True,False,False,True,True,1
690,48,1,2,5,True,False,False,False,False,1
691,49,1,2,-3,False,True,True,True,True,0
692,42,0,5,3,False,True,True,False,False,1
693,48,0,4,1,False,True,False,True,False,1
694,56,1,1,84,True,False,False,True,False,1
695,61,1,1,2,True,False,False,True,True,1
696,29,0,1,3,False,True,True,False,True,0
697,24,0,0,27,True,False,False,True,False,0
698,49,1,1,1,True,False,False,True,True,0
699,53,1,2,1,True,False,False,True,False,1
700,26,1,0,0,False,True,True,False,False,0
701,53,0,0,1,True,False,False,True,False,1
702,75,0,2,50,True,True,False,True,True,1
703,29,0,10,2,False,True,False,True,True,1
704,32,1,1,36,True,False,False,True,True,0
705,31,0,3,24,False,False,False,True,False,1
706,24,0,3,2,True,False,True,True,True,1
707,28,0,13,0,False,True,False,True,False,1
708,37,1,5,0,True,False,False,True,True,0
709,35,0,0,2,False,True,False,False,False,0
710,30,1,1,3,True,False,False,True,False,0
711,19,1,3,14,True,False,False,True,False,0
712,30,1,0,0,False,True,True,True,False,1
713,32,0,3,3,False,True,False,True,True,0
714,54,1,5,2,True,False,False,True,True,0
715,33,1,1,1,True,False,False,True,False,1
716,30,0,1,1,False,True,False,True,False,1
717,47,0,2,2,True,False,True,False,False,0
718,65,1,2,3,True,False,False,True,False,1
719,75,1,1,4,True,False,False,True,True,1
720,36,1,2,0,True,False,False,True,False,1
721,21,1,2,0,True,False,False,False,True,0
722,24,0,3,-3,True,True,False,True,False,0
723,23,1,4,27,True,False,False,True,False,0
724,32,1,2,1,True,False,True,True,True,1
725,59,1,1,-1,False,False,True,True,True,0
726,24,1,2,14,True,False,False,True,True,0
727,20,1,1,-2,True,False,True,True,True,1
728,26,0,4,2,False,True,True,True,False,0
729,25,1,5,0,True,False,False,False,True,1
730,35,0,0,4,False,False,True,False,False,0
731,23,1,3,-2,True,False,False,True,True,0
732,40,1,0,16,True,False,False,True,True,1
733,48,1,3,11,True,False,False,True,True,1
734,25,1,2,2,True,False,False,True,True,0
735,25,1,7,141,True,True,True,False,True,0
736,65,0,3,3,False,False,False,True,False,1
737,21,0,5,0,False,True,True,False,False,1
738,32,1,2,-1,True,False,False,True,True,0
739,30,0,1,3,True,False,False,True,False,0
740,32,0,1,0,False,True,True,False,False,1
741,39,1,1,32,True,False,False,True,True,1
742,27,0,23,2,True,False,True,False,False,1
743,23,0,0,72,True,False,False,True,True,0
744,58,0,3,4,False,True,False,False,False,0
745,73,1,0,30,True,False,False,True,True,0
746,28,1,1,-2,True,False,False,True,False,1
747,41,1,1,2,True,False,False,True,True,1
748,27,0,0,0,False,True,True,False,False,1
749,24,0,0,-1,True,False,False,True,False,1
750,22,0,2,3,True,False,False,True,False,1
751,24,0,0,-2,False,True,False,True,False,0
752,22,1,2,3,True,False,False,True,True,0
753,20,0,3,-2,True,False,True,False,True,0
754,28,0,3,1,True,False,False,True,False,1
755,21,1,2,47,True,False,True,False,True,0
756,49,0,0,1,False,True,True,True,False,0
757,32,1,0,1,True,False,False,True,False,0
758,28,1,4,1,False,False,False,True,True,1
759,25,0,0,1,False,True,False,True,False,0
760,43,1,3,-1,False,True,False,False,False,1
761,48,0,0,0,True,True,True,False,False,1
762,25,1,0,3,False,False,False,True,False,1
763,57,1,2,-1,True,False,False,True,True,0
764,26,0,1,3,True,True,False,True,True,1
765,27,1,3,2,False,False,False,True,False,1
766,21,0,0,-1,False,True,False,False,False,0
767,26,0,1,3,False,True,True,False,False,1
768,32,0,0,0,False,True,True,False,False,1
769,23,1,4,2,True,False,False,True,True,0
770,21,0,0,2,True,False,False,True,False,0
771,46,0,1,-3,False,True,False,False,False,1
772,36,0,3,-1,False,True,False,True,True,1
773,22,1,2,-1,True,False,False,True,True,0
774,46,0,0,-1,False,False,False,True,False,0
775,68,0,0,50,False,True,False,True,False,1
776,30,0,0,43,True,False,False,True,True,0
777,19,0,0,2,False,True,False,True,False,0
778,35,0,1,37,True,False,False,True,False,1
779,43,0,0,9,True,False,False,True,False,1
780,32,0,0,-1,False,True,True,False,False,0
781,75,0,3,2,True,False,False,False,False,1
782,35,0,1,0,True,False,False,True,False,0
783,23,0,0,3,False,True,True,True,False,1
784,34,0,0,4,False,True,True,False,False,0
785,50,1,1,69,False,True,False,True,False,1
786,23,1,2,-1,True,False,False,True,True,0
787,77,1,2,4,True,False,False,True,True,0
788,75,1,2,87,True,False,False,True,False,0
789,23,0,1,-2,True,False,True,True,True,0
790,43,0,2,2,True,False,False,True,True,1
791,33,0,1,3,True,False,False,True,True,0
792,33,0,7,-1,True,True,False,True,False,0
793,39,0,0,1,False,True,False,True,False,1
794,49,0,1,-1,False,True,False,True,True,0
795,26,1,3,60,True,False,False,True,True,1
796,48,0,7,4,True,True,True,True,False,0
797,38,0,0,2,False,True,False,True,False,1
798,22,0,0,0,False,True,True,False,False,1
799,55,0,2,2,False,True,False,True,False,1
800,34,1,4,-2,False,False,False,True,True,0
801,28,0,5,4,True,False,False,True,True,1
802,23,1,4,-2,True,False,False,True,True,1
803,55,0,0,3,False,True,False,False,False,0
804,29,1,5,1,True,False,True,False,False,1
805,28,1,2,-2,True,False,False,True,True,1
806,38,0,7,-1,False,False,True,True,False,0
807,25,1,1,1,False,False,False,True,False,1
808,40,0,4,1,False,True,False,True,False,0
809,35,1,2,51,True,False,False,True,False,1
810,41,0,10,8,True,False,False,True,False,1
811,23,1,1,0,True,False,False,True,True,0
812,27,1,5,226,True,False,False,True,True,1
813,26,1,6,4,True,False,False,True,False,0
814,41,1,1,2,False,False,False,True,False,1
815,25,0,2,1,True,True,True,False,False,1
816,55,0,1,3,False,True,True,False,False,1
817,19,0,0,3,False,True,False,False,False,0
818,29,0,2,3,False,True,False,True,False,1
819,24,0,4,1,False,True,False,True,False,0
820,43,0,0,2,True,False,False,True,True,0
821,42,1,7,0,True,True,True,True,True,0
822,45,1,2,2,False,False,False,True,True,0
823,28,1,0,1,True,False,False,True,False,1
824,20,1,1,1,False,True,True,False,False,0
825,60,0,0,1,False,True,False,True,True,1
826,38,1,7,2,True,False,False,True,False,0
827,26,1,2,0,True,False,False,True,True,0
828,20,1,27,10,True,False,False,True,True,1
829,45,0,0,2,True,False,True,False,False,0
830,28,0,1,2,False,True,False,True,False,1
831,24,1,4,-1,True,False,False,False,True,0
832,30,0,3,0,False,True,True,False,True,1
833,35,1,0,0,True,True,False,False,True,1
834,39,1,0,3,True,False,False,True,False,1
835,28,0,10,46,False,True,False,False,False,1
836,28,0,0,1,False,False,False,True,False,0
837,84,0,0,2,False,True,True,False,False,1
838,24,0,2,0,True,False,True,False,True,1
839,28,0,12,103,True,False,True,False,False,1
840,31,0,0,4,False,True,False,True,False,0
841,30,1,2,0,True,False,False,True,True,0
842,27,0,20,31,False,False,False,True,False,0
843,26,0,1,3,True,False,False,True,True,0
844,40,0,13,2,True,False,False,False,False,0
845,25,1,1,1,True,False,False,True,True,0
846,42,1,0,3,True,False,False,True,False,0
847,26,0,1,2,False,True,True,True,False,1
848,62,1,0,88,True,False,False,True,False,0
849,21,1,5,-2,True,False,False,True,True,1
850,40,0,2,1,False,True,False,True,False,1
851,61,1,0,3,False,True,True,True,True,1
852,85,1,0,4,False,True,True,True,False,1
853,35,0,3,-1,True,True,True,True,False,1
854,54,0,2,-1,False,False,True,False,False,1
855,22,1,0,2,True,False,False,True,True,0
856,20,0,7,-2,False,True,False,False,False,1
857,22,1,0,-1,True,False,False,True,True,0
858,24,0,0,1,False,True,False,True,False,0
859,44,1,0,3,True,False,False,True,True,1
860,36,0,2,19,True,False,False,True,False,1
861,39,0,1,1,False,True,True,False,True,0
862,35,0,0,-2,False,True,False,True,False,1
863,20,1,1,-1,True,False,False,True,True,0
864,36,1,1,2,True,False,False,True,True,0
865,33,0,1,1,True,False,False,True,True,1
866,24,0,4,3,True,False,True,False,True,0
867,21,1,4,2,False,True,False,True,False,1
868,31,0,0,0,False,True,False,True,False,1
869,23,1,2,-1,True,False,False,True,True,1
870,36,0,1,3,False,True,False,True,False,0
871,32,1,11,10,False,False,False,True,True,1
872,41,0,12,-1,True,True,False,True,False,0
873,26,1,8,0,True,False,False,True,True,1
874,26,0,0,-1,False,True,True,False,False,1
875,36,1,1,2,True,True,False,True,True,1
876,35,0,1,3,False,True,False,True,False,1
877,33,0,0,1,False,True,True,False,True,1
878,42,1,1,29,True,False,False,True,True,0
879,36,0,0,1,False,False,True,True,False,0
880,18,0,0,-2,False,True,False,True,False,1
881,32,1,9,36,True,False,False,True,True,1
882,31,0,19,2,False,True,True,False,False,1
883,36,0,2,1,False,False,False,True,False,0
884,37,0,2,1,False,True,False,True,True,1
885,24,1,3,18,False,True,True,True,True,0
886,30,1,2,-3,True,False,False,True,False,0
887,43,0,6,2,False,True,True,False,False,1
888,38,1,1,2,True,False,False,True,True,1
889,44,0,0,104,False,True,False,True,False,0
890,37,0,0,22,True,False,False,True,True,0
891,65,1,0,-2,True,False,False,True,True,1
892,24,1,2,75,True,False,False,True,False,1
893,33,0,1,13,False,True,True,False,False,1
894,20,1,13,42,True,False,False,True,True,1
895,21,0,1,0,False,True,False,True,False,0
896,28,0,0,0,False,True,False,True,False,1
897,25,0,1,1,True,True,False,True,False,1
898,27,0,0,1,True,False,False,True,False,0
899,19,0,0,1,False,True,True,False,False,1
900,40,1,0,2,True,False,False,True,False,0
901,27,0,1,3,True,True,False,True,False,1
902,24,0,1,2,False,True,False,True,False,1
903,43,0,2,2,True,False,False,True,False,0
904,29,0,0,0,False,True,False,True,False,1
905,25,0,0,-1,False,True,True,False,False,1
906,39,0,1,4,False,True,True,False,True,0
907,29,1,1,0,True,True,True,True,True,1
908,49,0,2,1,False,False,False,False,False,0
909,66,1,4,2,True,False,False,True,True,0
910,41,0,0,9,False,True,True,False,True,1
911,41,0,1,0,True,False,False,True,True,0
912,67,0,0,3,True,True,False,True,False,1
913,38,0,2,-1,True,False,False,True,False,1
914,25,0,3,1,True,False,False,True,False,0
915,32,1,0,2,True,False,False,True,False,1
916,49,0,1,1,False,True,False,True,False,0
917,52,0,2,2,False,False,False,True,False,1
918,26,1,0,-1,False,True,False,False,False,1
919,34,1,2,2,True,False,False,True,True,1
920,22,0,0,1,False,True,True,False,False,0
921,26,0,0,3,True,False,False,True,False,1
922,34,1,1,0,False,True,False,True,False,1
923,21,1,2,1,True,False,False,True,True,0
924,20,1,1,1,True,False,False,True,False,0
925,28,0,1,-1,True,False,False,True,False,0
926,20,0,3,3,False,True,True,False,False,0
927,25,1,9,0,True,False,False,True,False,1
928,27,0,5,3,True,True,True,True,False,0
929,26,0,6,38,True,False,True,True,True,1
930,51,1,2,-1,True,False,False,True,True,0
931,52,0,0,4,True,True,False,True,True,0
932,25,0,0,1,False,True,False,True,False,0
933,33,0,0,0,True,True,False,True,False,0
934,38,0,2,2,False,True,False,True,False,1
935,39,0,0,-1,False,True,True,False,False,1
936,35,0,2,-1,False,True,False,True,True,0
937,21,1,0,0,True,False,False,True,True,0
938,33,1,5,101,False,False,False,True,True,1
939,29,0,4,48,False,False,True,True,True,1
940,42,0,3,3,False,True,False,True,False,1
941,19,1,11,8,True,False,False,True,True,1
942,58,1,1,3,True,False,False,True,True,0
943,23,1,2,0,True,False,False,True,True,1
944,20,0,3,0,False,True,False,True,True,1
945,26,0,2,0,True,False,False,True,True,1
946,24,0,5,2,True,True,False,False,False,1
947,51,1,11,0,False,True,False,True,False,1
948,37,1,1,19,True,False,False,True,True,0
949,37,1,0,1,False,True,False,True,False,0
950,26,1,1,3,True,False,False,True,False,0
951,25,1,2,2,True,False,False,True,False,0
952,21,0,0,2,False,True,True,False,False,0
953,33,1,1,4,True,False,False,True,False,1
954,63,1,2,-1,True,False,False,True,True,1
955,71,1,3,3,True,False,False,True,True,0
956,46,0,1,2,True,False,False,True,False,0
957,42,1,10,11,True,False,False,True,False,1
958,21,1,15,1,True,True,False,False,False,1
959,25,0,0,2,True,True,True,True,True,1
960,56,0,2,2,False,True,False,True,False,0
961,44,1,7,3,True,False,False,True,False,1
962,28,1,5,4,True,False,False,True,False,1
963,44,0,0,3,False,True,False,False,False,0
964,24,0,1,0,True,False,False,True,True,0
965,31,0,5,4,False,True,True,False,False,0
966,37,0,7,1,True,False,False,True,False,0
967,69,0,0,1,False,True,True,True,False,1
968,19,1,1,0,True,False,False,True,True,0
969,24,0,2,1,True,False,False,True,True,1
970,73,0,4,4,False,True,False,False,False,1
971,40,1,5,38,True,False,False,True,True,1
972,48,0,0,1,False,True,False,True,False,0
973,19,0,1,-1,False,True,True,True,False,0
974,58,0,4,1,False,True,False,True,False,0
975,20,0,0,0,False,False,True,False,False,1
976,64,0,0,1,False,True,True,True,False,1
977,35,1,1,1,True,False,False,True,True,1
978,24,1,2,15,True,False,False,True,True,0
979,41,1,0,3,True,False,False,True,True,0
980,25,1,2,0,True,False,False,True,True,1
981,28,0,2,4,False,True,True,True,True,0
982,63,1,5,110,True,False,False,True,False,0
983,23,0,2,1,True,True,False,False,False,1
984,42,0,4,0,False,True,False,True,False,1
985,57,0,0,0,False,True,False,True,True,0
986,35,1,2,64,True,False,False,True,True,0
987,23,1,1,366,True,False,True,False,False,0
988,41,1,3,0,True,False,False,True,True,1
989,20,1,0,-1,True,False,False,True,True,1
990,54,0,0,2,False,True,False,True,True,1
991,47,1,14,90,True,False,False,True,False,0
992,74,0,0,4,True,True,True,False,True,0
993,25,1,1,9,True,False,False,True,True,0
994,18,1,1,-1,True,False,False,True,True,0
995,50,0,0,2,False,True,False,False,False,1
996,24,1,0,-1,True,False,False,True,False,0
997,26,0,0,1,False,True,True,False,False,1
998,29,0,0,-1,False,False,True,False,True,1
999,42,0,0,2,False,True,True,True,False,1
1000,36,1,5,4,True,False,False,True,True,1
1001,43,1,11,19,True,False,False,True,True,0
1002,31,0,1,9,False,False,False,True,True,1
1003,31,0,1,1,False,True,True,False,False,0
1004,25,1,5,17,True,False,False,True,True,1
1005,36,0,0,3,False,True,True,False,False,0
1006,64,1,0,3,False,True,True,True,False,1
1007,26,0,0,-1,False,True,True,False,False,0
1008,43,1,4,-1,True,False,False,True,True,0
1009,28,0,0,1,True,False,False,True,True,1
1010,35,0,1,2,True,True,False,True,False,1
1011,20,0,0,-1,False,True,True,False,False,1
1012,28,0,0,0,True,True,False,True,False,1
1013,43,1,4,2,True,False,False,True,False,1
1014,24,0,0,1,False,True,False,True,False,0
1015,40,1,3,-2,True,False,False,True,True,1
1016,29,1,3,-1,True,False,False,True,True,0
1017,23,0,0,2,False,True,False,True,False,0
1018,41,0,1,4,False,True,True,False,True,0
1019,68,0,0,1,False,True,False,True,True,1
1020,62,0,2,1,True,False,False,True,True,1
1021,36,1,0,1,False,True,False,True,False,0
1022,43,0,0,0,False,True,False,True,False,0
1023,18,0,0,66,False,True,True,False,False,0
1024,30,1,0,1,True,False,False,True,False,1
1025,26,1,0,73,True,True,False,True,False,1
1026,53,0,12,2,True,True,True,False,False,0
1027,38,0,0,0,False,True,True,False,False,1
1028,31,0,2,-2,False,True,True,False,False,0
1029,16,1,0,-2,False,True,False,True,True,1
1030,39,1,2,32,True,False,False,True,False,1
1031,29,1,22,49,True,True,False,True,True,1
1032,26,0,2,-1,True,False,False,True,True,1
1033,27,0,3,2,False,True,False,True,False,1
1034,21,1,3,-1,True,False,False,True,False,1
1035,29,1,0,24,False,False,False,False,True,0
1036,59,0,4,1,True,False,False,True,False,0
1037,43,1,0,3,False,True,False,True,False,1
1038,55,1,3,3,True,False,False,True,False,1
1039,55,1,0,2,False,True,False,False,False,0
1040,25,1,2,-2,False,False,True,False,True,1
1041,69,1,2,-1,True,False,False,True,False,1
1042,23,0,2,0,True,False,False,True,True,0
1043,19,0,16,2,False,False,True,False,False,1
1044,32,1,2,1,True,False,False,True,True,0
1045,47,0,1,2,False,True,False,True,False,1
